source_pricelist,source_page,source_line,section,context,product_name,article_number,dimensions_mm,weight_kg,price_eur_ex_vat,eur_usd_rate,price_usd_ex_vat,price_usd_rounded,retail_suffix_note,new_product_marker,raw_line
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,9,66,FUSES,,MEGA-fuse 100A/80V (package of 5 pcs),CIP138100020,9 x 19 x 67,,38.00,1.1461,43.55,44,,,"MEGA-fuse 100A/80V (package of 5 pcs) CIP138100020 9 x 19 x 67 √ € 38,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,9,67,FUSES,,MEGA-fuse 125A/80V (package of 5 pcs),CIP138125020,9 x 19 x 67,,38.00,1.1461,43.55,44,,,"MEGA-fuse 125A/80V (package of 5 pcs) CIP138125020 9 x 19 x 67 √ € 38,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,9,68,FUSES,,MEGA-fuse 150A/80V (package of 5 pcs),CIP138150020,9 x 19 x 67,,38.00,1.1461,43.55,44,,,"Fuse holder for MEGA-fuse MEGA-fuse 150A/80V (package of 5 pcs) CIP138150020 9 x 19 x 67 √ € 38,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,9,69,FUSES,,MEGA-fuse 175A/80V (package of 5 pcs),CIP138175020,9 x 19 x 67,,38.00,1.1461,43.55,44,,,"MEGA-fuse 175A/80V (package of 5 pcs) CIP138175020 9 x 19 x 67 √ € 38,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,9,70,FUSES,,MEGA-fuse 200A/80V (package of 5 pcs),CIP138200020,9 x 19 x 67,,38.00,1.1461,43.55,44,,,"MEGA-fuse 200A/80V (package of 5 pcs) CIP138200020 9 x 19 x 67 √ € 38,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,9,71,FUSES,,MEGA-fuse 225A/80V (package of 5 pcs),CIP138225020,9 x 19 x 67,,38.00,1.1461,43.55,44,,,"MEGA-fuse 225A/80V (package of 5 pcs) CIP138225020 9 x 19 x 67 √ € 38,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,9,72,FUSES,,MEGA-fuse 250A/80V (package of 5 pcs),CIP138250020,9 x 19 x 67,,38.00,1.1461,43.55,44,,,"MEGA-fuse 250A/80V (package of 5 pcs) CIP138250020 9 x 19 x 67 √ € 38,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,9,73,FUSES,,MEGA-fuse 300A/80V (package of 5 pcs),CIP138300020,9 x 19 x 67,,38.00,1.1461,43.55,44,,,"MEGA-fuse 300A/80V (package of 5 pcs) CIP138300020 9 x 19 x 67 √ € 38,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,9,74,FUSES,,MEGA-fuse 400A/80V (package of 5 pcs),CIP138400020,9 x 19 x 67,,38.00,1.1461,43.55,44,,,"Six-way fuse holder MEGA-fuse 400A/80V (package of 5 pcs) CIP138400020 9 x 19 x 67 √ € 38,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,9,75,FUSES,,MEGA-fuse 500A/80V (package of 5 pcs),CIP138500020,9 x 19 x 67,,38.00,1.1461,43.55,44,,,"for Mega-fuse MEGA-fuse 500A/80V (package of 5 pcs) CIP138500020 9 x 19 x 67 √ € 38,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,9,76,FUSES,,Fuse holder for MEGA-fuse,CIP000100001,39 x 39 x 97,,12.00,1.1461,13.75,14,,,"Fuse holder for MEGA-fuse CIP000100001 39 x 39 x 97 √ € 12,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,9,77,FUSES,,Six-way fuse holder for Mega-fuse with busbar (250A),CIP050060000,50 x 182 x 80,,30.00,1.1461,34.38,34,,,"Six-way fuse holder for Mega-fuse with busbar (250A) CIP050060000 50 x 182 x 80 √ € 30,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,9,78,FUSES,,Modular fuse holder for Mega-fuse,CIP100200100,45 x 33 x 73,,38.00,1.1461,43.55,44,,,"Modular fuse holder for Mega-fuse CIP100200100 45 x 33 x 73 √ € 38,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,9,79,FUSES,,Busbar to connect 5 CIP100200100 (500 A),CIP100400060,5 x 40 x 180,,41.00,1.1461,46.99,47,,,"CIP100400070 Busbar to connect 5 CIP100200100 (500 A) CIP100400060 5 x 40 x 180 √ € 41,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,9,80,FUSES,,Busbar to connect 6 CIP100200100 (1500 A),CIP100400070,5 x 40 x 240,,48.00,1.1461,55.01,55,,,"with fuse holders Busbar to connect 6 CIP100200100 (1500 A) CIP100400070 5 x 40 x 240 √ € 48,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,9,81,FUSES,,ANL-fuse 300A/80V (package of 5 pcs),CIP143300020,10 x 20 x 81,,33.00,1.1461,37.82,38,,,"ANL-fuse 300A/80V (package of 5 pcs) CIP143300020 10 x 20 x 81 √ € 33,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,9,82,FUSES,,ANL-fuse 400A/80V (package of 5 pcs),CIP143400020,10 x 20 x 81,,33.00,1.1461,37.82,38,,,"ANL-fuse 400A/80V (package of 5 pcs) CIP143400020 10 x 20 x 81 √ € 33,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,9,83,FUSES,,ANL-fuse 500A/80V (package of 5 pcs),CIP143500020,10 x 20 x 81,,33.00,1.1461,37.82,38,,,"ANL-fuse 500A/80V (package of 5 pcs) CIP143500020 10 x 20 x 81 √ € 33,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,9,84,FUSES,,Fuse holder for ANL-fuse,CIP106100000,44 x 25 x 87,,10.00,1.1461,11.46,11,,,"Fuse holder for ANL-fuse CIP106100000 44 x 25 x 87 √ € 10,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,9,85,FUSES,,Lynx shunt,CIP140325000,15 x 82 x 20,,53.00,1.1461,60.74,61,,,"Fuse CNN Fuse CNN 325A/80V for Lynx shunt CIP140325000 15 x 82 x 20 √ € 53,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,7,GX PRODUCTS,,Ekrano GX,BPP900480100,124 x 187 x 33,,602.00,1.1461,689.95,690,,,"Ekrano GX BPP900480100 124 x 187 x 33 √ € 602,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,8,GX PRODUCTS,,Ekrano GX Wall Mount,BPP900495100,,,23.00,1.1461,26.36,26,,,"Ekrano GX Wall Mount BPP900495100 √ € 23,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,10,GX PRODUCTS,,**Cerbo GX MK2,BPP900451100,48 x 154 x 78,0.4,265.00,1.1461,303.72,304,,,"**Cerbo GX MK2 BPP900451100 48 x 154 x 78 √ 0,4 € 265,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,11,GX PRODUCTS,,**Cerbo GX MK2,BPP900450110,48 x 154 x 78,0.4,265.00,1.1461,303.72,304,,,"**Cerbo GX MK2 BPP900450110 48 x 154 x 78 √ 0,4 € 265,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,14,GX PRODUCTS,"**Identical products, availability depending on location - see eOrder",GX Touch 50,BPP900455050,"87 x 128 x 12,5",,235.00,1.1461,269.33,269,,,"GX Touch 50 BPP900455050 87 x 128 x 12,5 √ € 235,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,15,GX PRODUCTS,"**Identical products, availability depending on location - see eOrder",GX Touch 50 ﬂush,BPP900455150,97 x 136 x 12,,262.00,1.1461,300.28,300,,,"GX Touch 50 ﬂush BPP900455150 97 x 136 x 12 √ € 262,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,16,GX PRODUCTS,"**Identical products, availability depending on location - see eOrder",GX Touch 50 adapter for CCGX cut-out,BPP900460050,,,26.00,1.1461,29.80,30,,,"GX Touch 50 adapter for CCGX cut-out BPP900460050 √ € 26,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,17,GX PRODUCTS,"**Identical products, availability depending on location - see eOrder",GX Touch 50 Wall Mount,BPP900465050,,,16.00,1.1461,18.34,18,,,"GX Touch 50 Wall Mount BPP900465050 √ € 16,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,18,GX PRODUCTS,"**Identical products, availability depending on location - see eOrder",GX Touch 70,BPP900455070,"113 x 176 x 13,5",,346.00,1.1461,396.55,397,,,"GX Touch 70 BPP900455070 113 x 176 x 13,5 √ € 346,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,19,GX PRODUCTS,"**Identical products, availability depending on location - see eOrder",GX Touch 70 ﬂush,BPP900455170,120 x 184 x 13,,386.00,1.1461,442.39,442,,,"GX Touch 70 ﬂush BPP900455170 120 x 184 x 13 √ € 386,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,20,GX PRODUCTS,"**Identical products, availability depending on location - see eOrder",GX Touch 70 Wall Mount,BPP900465070,,,22.00,1.1461,25.21,25,,,"GX Touch 70 Wall Mount BPP900465070 √ € 22,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,22,GX PRODUCTS,"**Identical products, availability depending on location - see eOrder",GX IO-Extender 150,BPP900800150,,,133.00,1.1461,152.43,152,,,"GX IO-Extender 150 BPP900800150 √ € 133,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,24,GX PRODUCTS,"**Identical products, availability depending on location - see eOrder",Venus GX,BPP900400100,46 x 142 x 96,,190.00,1.1461,217.76,218,,,"Venus GX BPP900400100 46 x 142 x 96 √ € 190,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,26,GX PRODUCTS,"**Identical products, availability depending on location - see eOrder",Temperature sensor QUA/PMP/Venus GX,ASS000001000,,,22.00,1.1461,25.21,25,,,"Temperature sensor QUA/PMP/Venus GX ASS000001000 √ € 22,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,28,GX PRODUCTS,"**Identical products, availability depending on location - see eOrder",CCGX WiFi module simple,BPP900100200,,,24.00,1.1461,27.51,28,,,"CCGX WiFi module simple BPP900100200 √ € 24,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,31,GX PRODUCTS,(ModMyPi USB 11N nano),CCGX WiFi module long range (Netgear AC1200),BPP900200400,,,142.00,1.1461,162.75,163,,,"CCGX WiFi module long range (Netgear AC1200) BPP900200400 √ € 142,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,35,GX PRODUCTS,GMDSS panel and tank senders,VE.Net GMDSS Panel,VPN000200000,65 x 120 x 40,,198.00,1.1461,226.93,227,,,"VE.Net GMDSS Panel VPN000200000 65 x 120 x 40 √ € 198,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,40,GX PRODUCTS,VE.Net GMDSS Panel,VE.Can resistive tank sender adapter,BPP900600100,48 x 109 x 25,,354.00,1.1461,405.72,406,,,"VE.Can resistive tank sender adapter BPP900600100 48 x 109 x 25 √ € 354,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,41,GX PRODUCTS,VE.Net GMDSS Panel,VE.Can Power Cable for BPP900600100,ASS030690000,,,33.00,1.1461,37.82,38,,,"VE.Can Power Cable for BPP900600100 ASS030690000 √ € 33,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,43,GX PRODUCTS,VE.Net GMDSS Panel,GX Tank 140,BPP920140100,,,105.00,1.1461,120.34,120,,,"GX Tank 140 BPP920140100 √ € 105,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,48,REMOTE PANELS,,Digital Multi Control 200/200A,REC020005010,65 x 120 x 40,,142.00,1.1461,162.75,163,,,"Digital Multi Control 200/200A REC020005010 65 x 120 x 40 √ € 142,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,49,REMOTE PANELS,,Digital Multi Control 200/200A GX (90º RJ45),DMC000200010R,65 x 120 x 40,,125.00,1.1461,143.26,143,Retail packaging suffix R included,,"Digital Multi Control 200/200A GX (90º RJ45) DMC000200010R 65 x 120 x 40 √ € 125,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,52,REMOTE PANELS,Digital Multi Control GX,Inverter Control,REC030001210,65 x 60 x 40,,93.00,1.1461,106.59,107,,,"Inverter Control REC030001210 65 x 60 x 40 √ € 93,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,54,REMOTE PANELS,Digital Multi Control GX,Phoenix Charger Control,REC010001110,65 x 120 x 40,,80.00,1.1461,91.69,92,,,"Phoenix Charger Control REC010001110 65 x 120 x 40 √ € 80,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,56,REMOTE PANELS,Digital Multi Control GX,Inverter Control VE.Direct,REC040010210R,65 x 60 x 40,,22.00,1.1461,25.21,25,Retail packaging suffix R included,,"Inverter Control Inverter Control VE.Direct REC040010210R 65 x 60 x 40 √ € 22,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,58,REMOTE PANELS,Digital Multi Control GX,Skylla-i Control GX (90º RJ45),REC000300010R,65 x 120 x 40,,139.00,1.1461,159.31,159,Retail packaging suffix R included,,"Skylla-i Control GX (90º RJ45) REC000300010R 65 x 120 x 40 √ € 139,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,59,REMOTE PANELS,Digital Multi Control GX,Charger Switch,SDRPCSV,65 x 60 x 40,,122.00,1.1461,139.82,140,,,"Charger Switch SDRPCSV 65 x 60 x 40 √ € 122,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,60,REMOTE PANELS,Digital Multi Control GX,Skylla Control,SDRPSKC,65 x 120 x 40,,166.00,1.1461,190.25,190,,,"Skylla Control SDRPSKC 65 x 120 x 40 √ € 166,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,61,REMOTE PANELS,Digital Multi Control GX,Battery Alarm GX,BPA000100010R,65 x 120 x 40,,62.00,1.1461,71.06,71,Retail packaging suffix R included,,"Inverter Control Battery Alarm GX BPA000100010R 65 x 120 x 40 √ € 62,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,63,REMOTE PANELS,VE.Direct,CCGX WiFi module long range (Netgear AC1200),BPP900200400,,,142.00,1.1461,162.75,163,,,"CCGX WiFi module long range (Netgear AC1200) BPP900200400 √ € 142,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,64,REMOTE PANELS,VE.Direct,GX LTE 4G-E (EMEA/Korea/Thailand),GSM100100400,,,213.00,1.1461,244.12,244,,,"GX LTE 4G-E (EMEA/Korea/Thailand) GSM100100400 √ € 213,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,65,REMOTE PANELS,VE.Direct,GX LTE 4G-A (North America),GSM100200400,,,213.00,1.1461,244.12,244,,,"GX LTE 4G-A (North America) GSM100200400 √ € 213,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,66,REMOTE PANELS,VE.Direct,GX LTE 4G-SA (Australia/New Zealand/South America),GSM100300400,,,213.00,1.1461,244.12,244,,,"GX LTE 4G-SA (Australia/New Zealand/South America) GSM100300400 √ € 213,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,69,REMOTE PANELS,Skylla-i Control GX (Small 2/3/4G antenna included),Outdoor 2G and 3G GSM Antenna for GX GSM,GSM900100100,,,32.00,1.1461,36.68,37,,,"Outdoor 2G and 3G GSM Antenna for GX GSM GSM900100100 √ € 32,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,70,REMOTE PANELS,Skylla-i Control GX (Small 2/3/4G antenna included),Outdoor 4G GSM Antenna,GSM900100400,,,32.00,1.1461,36.68,37,,,"Outdoor 4G GSM Antenna GSM900100400 √ € 32,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,71,REMOTE PANELS,Skylla-i Control GX (Small 2/3/4G antenna included),Active GPS Antenna for GX GSM & GX LTE,GSM900200100,,,32.00,1.1461,36.68,37,,,"Active GPS Antenna for GX GSM & GX LTE GSM900200100 √ € 32,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,73,REMOTE PANELS,Skylla-i Control GX (Small 2/3/4G antenna included),Outdoor LTE-M wall mount antenna (with 5m cable),ANT100200100,,,55.00,1.1461,63.04,63,,,"GX LTE 4G-E Outdoor LTE-M wall mount antenna (with 5m cable) ANT100200100 √ € 55,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,74,REMOTE PANELS,Skylla-i Control GX (Small 2/3/4G antenna included),Outdoor LTE-M puck antenna (with 3m cable),ANT100200200,,,60.00,1.1461,68.77,69,,,"Outdoor LTE-M puck antenna (with 3m cable) ANT100200200 √ € 60,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,76,REMOTE PANELS,Skylla-i Control GX (Small 2/3/4G antenna included),GlobalLink 520 (incl. 5 year activated simcard),ASS030543020,23 x 123 x 66,,231.00,1.1461,264.75,265,,,"GlobalLink 520 (incl. 5 year activated simcard) ASS030543020 23 x 123 x 66 √ € 231,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,78,REMOTE PANELS,Skylla-i Control GX (Small 2/3/4G antenna included),VE.Direct LoRaWAN US902-928 module,ASS030540010,,,94.00,1.1461,107.73,108,,,"VE.Direct LoRaWAN US902-928 module ASS030540010 √ € 94,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,80,REMOTE PANELS,Skylla-i Control GX (Small 2/3/4G antenna included),Wall mount enclosure for 65 x 120 mm GX-panels,ASS050300010,80 x 150 x 50,,27.00,1.1461,30.94,31,,,"GlobalLink 520 Wall mount enclosure for 65 x 120 mm GX-panels ASS050300010 80 x 150 x 50 √ € 27,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,86,REMOTE PANELS,- DMC000200000R - Digital Multi Control 200/200A GX (90º RJ45),Wall mount enclosure for Color Control GX,ASS050400000,165 x 135 x 65,,36.00,1.1461,41.26,41,,,"VE.Direct LoRaWAN Wall mount enclosure for Color Control GX ASS050400000 165 x 135 x 65 √ € 36,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,88,REMOTE PANELS,- DMC000200000R - Digital Multi Control 200/200A GX (90º RJ45),Wall mount enclosure for BMV or MPPT Control,ASS050500000,130 x 85 x 45,,25.00,1.1461,28.65,29,,,"Wall mount enclosure for BMV or MPPT Control ASS050500000 130 x 85 x 45 √ € 25,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,90,REMOTE PANELS,- DMC000200000R - Digital Multi Control 200/200A GX (90º RJ45),Wall mount enclosure for Color Control GX,ASS050600000,245 x 135 x 65,,38.00,1.1461,43.55,44,,,"Wall mount enclosure for Color Control GX ASS050600000 245 x 135 x 65 √ € 38,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,10,95,REMOTE PANELS,65 x 120 mm GX-panels,"USB extension cable 0,3m one side right angle",ASS060000100,,,8.00,1.1461,9.17,9,,,"USB extension cable 0,3m one side right angle ASS060000100 √ € 8,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,11,7,DATA CABLES and INTERFACES,RJ12 network cables,"RJ12 UTP Cable 0,3 m",ASS030066004,,,9.00,1.1461,10.31,10,,,"RJ12 UTP Cable 0,3 m ASS030066004 √ € 9,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,11,8,DATA CABLES and INTERFACES,RJ12 network cables,"RJ12 UTP Cable 0,9 m",ASS030066009,,,9.00,1.1461,10.31,10,,,"RJ12 UTP Cable 0,9 m ASS030066009 √ € 9,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,11,9,DATA CABLES and INTERFACES,RJ12 network cables,"RJ12 UTP Cable 1,8 m",ASS030066018,,,9.00,1.1461,10.31,10,,,"RJ12 UTP Cable 1,8 m ASS030066018 √ € 9,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,11,10,DATA CABLES and INTERFACES,RJ12 network cables,RJ12 UTP Cable 3 m,ASS030066030,,,11.00,1.1461,12.61,13,,,"RJ12 UTP Cable 3 m ASS030066030 √ € 11,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,11,11,DATA CABLES and INTERFACES,RJ12 network cables,RJ12 UTP Cable 5 m,ASS030066050,,,17.00,1.1461,19.48,19,,,"RJ12 UTP Cable 5 m ASS030066050 √ € 17,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,11,12,DATA CABLES and INTERFACES,RJ12 network cables,RJ12 UTP Cable 10 m,ASS030066100,,,28.00,1.1461,32.09,32,,,"RJ12 UTP Cable 10 m ASS030066100 √ € 28,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,11,13,DATA CABLES and INTERFACES,RJ12 network cables,RJ12 UTP Cable 15 m,ASS030066150,,,33.00,1.1461,37.82,38,,,"RJ12 UTP Cable 15 m ASS030066150 √ € 33,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,11,14,DATA CABLES and INTERFACES,RJ12 network cables,RJ12 UTP Cable 30 m,ASS030066300,,,44.00,1.1461,50.43,50,,,"RJ12 UTP Cable 30 m ASS030066300 √ € 44,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,11,17,DATA CABLES and INTERFACES,RJ45 network cables,"RJ45 UTP Cable 0,3 m",ASS030064900,,,9.00,1.1461,10.31,10,,,"RJ45 UTP Cable 0,3 m ASS030064900 √ € 9,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,11,18,DATA CABLES and INTERFACES,RJ45 network cables,"RJ45 UTP Cable 0,9 m",ASS030064921,,,9.00,1.1461,10.31,10,,,"RJ45 UTP Cable 0,9 m ASS030064921 √ € 9,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,11,19,DATA CABLES and INTERFACES,RJ45 network cables,"RJ45 UTP Cable 1,8 m",ASS030064951,,,11.00,1.1461,12.61,13,,,"RJ45 UTP Cable 1,8 m ASS030064951 √ € 11,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,11,20,DATA CABLES and INTERFACES,RJ45 network cables,RJ45 UTP Cable 3 m,ASS030064980,,,13.00,1.1461,14.90,15,,,"RJ45 UTP Cable 3 m ASS030064980 √ € 13,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,11,21,DATA CABLES and INTERFACES,RJ45 network cables,RJ45 UTP Cable 5 m,ASS030065001,,,17.00,1.1461,19.48,19,,,"UTP Cable RJ45 UTP Cable 5 m ASS030065001 √ € 17,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,11,22,DATA CABLES and INTERFACES,RJ45 network cables,RJ45 UTP Cable 10 m,ASS030065011,,,20.00,1.1461,22.92,23,,,"RJ45 UTP Cable 10 m ASS030065011 √ € 20,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,11,23,DATA CABLES and INTERFACES,RJ45 network cables,RJ45 UTP Cable 15 m,ASS030065020,,,28.00,1.1461,32.09,32,,,"RJ45 UTP Cable 15 m ASS030065020 √ € 28,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,11,24,DATA CABLES and INTERFACES,RJ45 network cables,RJ45 UTP Cable 20 m,ASS030065031,,,33.00,1.1461,37.82,38,,,"RJ45 UTP Cable 20 m ASS030065031 √ € 33,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,11,25,DATA CABLES and INTERFACES,RJ45 network cables,RJ45 UTP Cable 30 m,ASS030065050,,,39.00,1.1461,44.70,45,,,"RJ45 UTP Cable 30 m ASS030065050 √ € 39,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,11,28,DATA CABLES and INTERFACES,"VE.Direct cables, use to connect BMV-70x and low power MPPTs to the Color Control GX","VE.Direct Cable 0,3m",ASS030530203,,,15.00,1.1461,17.19,17,,,"VE.Direct Cable 0,3m ASS030530203 √ € 15,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,11,29,DATA CABLES and INTERFACES,"VE.Direct cables, use to connect BMV-70x and low power MPPTs to the Color Control GX","VE.Direct Cable 0,9m",ASS030530209,,,15.00,1.1461,17.19,17,,,"VE.Direct plug VE.Direct Cable 0,9m ASS030530209 √ € 15,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,11,30,DATA CABLES and INTERFACES,"VE.Direct cables, use to connect BMV-70x and low power MPPTs to the Color Control GX","VE.Direct Cable 1,8m",ASS030530218,,,15.00,1.1461,17.19,17,,,"VE.Direct Cable 1,8m ASS030530218 √ € 15,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,11,31,DATA CABLES and INTERFACES,"VE.Direct cables, use to connect BMV-70x and low power MPPTs to the Color Control GX",VE.Direct Cable 3m,ASS030530230,,,16.00,1.1461,18.34,18,,,"VE.Direct Cable 3m ASS030530230 √ € 16,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,11,32,DATA CABLES and INTERFACES,"VE.Direct cables, use to connect BMV-70x and low power MPPTs to the Color Control GX",VE.Direct Cable 5m,ASS030530250,,,18.00,1.1461,20.63,21,,,"VE.Direct Cable 5m ASS030530250 √ € 18,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,11,33,DATA CABLES and INTERFACES,"VE.Direct cables, use to connect BMV-70x and low power MPPTs to the Color Control GX",VE.Direct Cable 10m,ASS030530310,,,21.00,1.1461,24.07,24,,,"VE.Direct Cable 10m ASS030530310 √ € 21,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,11,35,DATA CABLES and INTERFACES,"VE.Direct cables, use to connect BMV-70x and low power MPPTs to the Color Control GX","VE.Direct Cable 0,3m (one side Right Angle conn)",ASS030531203,,,15.00,1.1461,17.19,17,,,"VE.Direct Cable 0,3m (one side Right Angle conn) ASS030531203 √ € 15,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,11,36,DATA CABLES and INTERFACES,"VE.Direct cables, use to connect BMV-70x and low power MPPTs to the Color Control GX","VE.Direct Cable 0,9m (one side Right Angle conn)",ASS030531209,,,15.00,1.1461,17.19,17,,,"VE.Direct Cable 0,9m (one side Right Angle conn) ASS030531209 √ € 15,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,11,37,DATA CABLES and INTERFACES,"VE.Direct cables, use to connect BMV-70x and low power MPPTs to the Color Control GX","VE.Direct Cable 1,8m (one side Right Angle conn)",ASS030531218,,,15.00,1.1461,17.19,17,,,"VE.Direct Cable 1,8m (one side Right Angle conn) ASS030531218 √ € 15,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,11,38,DATA CABLES and INTERFACES,"VE.Direct cables, use to connect BMV-70x and low power MPPTs to the Color Control GX",VE Direct to USB interface VE.Direct Cable 3m (one side Right Angle conn),ASS030531230,,,16.00,1.1461,18.34,18,,,"VE Direct to USB interface VE.Direct Cable 3m (one side Right Angle conn) ASS030531230 √ € 16,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,11,39,DATA CABLES and INTERFACES,"VE.Direct cables, use to connect BMV-70x and low power MPPTs to the Color Control GX",VE.Direct Cable 5m (one side Right Angle conn),ASS030531250,,,18.00,1.1461,20.63,21,,,"VE.Direct Cable 5m (one side Right Angle conn) ASS030531250 √ € 18,00"
