source_pricelist,source_page,source_line,section,context,product_name,article_number,dimensions_mm,weight_kg,price_eur_ex_vat,eur_usd_rate,price_usd_ex_vat,price_usd_rounded,retail_suffix_note,new_product_marker,raw_line
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,6,61,BATTERY CHARGERS IP43 120/240V,Smart IP43 Charger,Mains Cord NEMA 6-15P for Smart IP43 2m,ADA010100500,,,9.00,1.1461,10.31,10,,,"Mains Cord NEMA 6-15P for Smart IP43 2m ADA010100500 √ € 9,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,6,68,"BATTERY CHARGERS 120/240V, analog control",3x full current output,Centaur Charger 12/20 (3),CCH012020000,355 x 215 x 110,3.8,369.00,1.1461,422.91,423,,,"Centaur Charger 12/20 (3) CCH012020000 355 x 215 x 110 3,8 € 369,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,6,69,"BATTERY CHARGERS 120/240V, analog control",3x full current output,Centaur Charger 12/30 (3),CCH012030000,355 x 215 x 110,3.8,410.00,1.1461,469.90,470,,,"Centaur Charger 12/30 (3) CCH012030000 355 x 215 x 110 3,8 € 410,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,6,70,"BATTERY CHARGERS 120/240V, analog control",3x full current output,Centaur Charger 12/40 (3),CCH012040000,426 x 239 x 135,5.0,503.00,1.1461,576.49,576,,,"Centaur Charger 12/40 (3) CCH012040000 426 x 239 x 135 5,0 € 503,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,6,71,"BATTERY CHARGERS 120/240V, analog control",3x full current output,Centaur Charger 12/50 (3),CCH012050000,426 x 239 x 135,5.0,523.00,1.1461,599.41,599,,,"Centaur Charger 12/50 (3) CCH012050000 426 x 239 x 135 5,0 € 523,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,6,72,"BATTERY CHARGERS 120/240V, analog control",3x full current output,Centaur Charger 12/60 (3),CCH012060000,426 x 239 x 135,5.0,544.00,1.1461,623.48,623,,,"Centaur Charger 12/60 (3) CCH012060000 426 x 239 x 135 5,0 € 544,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,6,73,"BATTERY CHARGERS 120/240V, analog control",3x full current output,Centaur Charger 12/80 (3),CCH012080000,505 x 255 x 130,12.0,902.00,1.1461,1033.78,1034,,,"Centaur Charger 12/80 (3) CCH012080000 505 x 255 x 130 12 € 902,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,6,74,"BATTERY CHARGERS 120/240V, analog control",3x full current output,Centaur Charger 12/100 (3),CCH012100000,505 x 255 x 130,12.0,1047.00,1.1461,1199.97,1200,,,"Centaur Charger 12/100 (3) CCH012100000 505 x 255 x 130 12 € 1.047,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,6,76,"BATTERY CHARGERS 120/240V, analog control",3x full current output,Centaur Charger 24/16 (3),CCH024016000,355 x 215 x 110,3.8,453.00,1.1461,519.18,519,,,"Centaur Charger 24/16 (3) CCH024016000 355 x 215 x 110 3,8 € 453,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,6,77,"BATTERY CHARGERS 120/240V, analog control",3x full current output,Centaur Charger 24/30 (3),CCH024030000,426 x 239 x 135,5.0,634.00,1.1461,726.63,727,,,"Centaur Charger Centaur Charger 24/30 (3) CCH024030000 426 x 239 x 135 5,0 € 634,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,6,78,"BATTERY CHARGERS 120/240V, analog control",3x full current output,Centaur Charger 24/40 (3),CCH024040000,505 x 255 x 130,12.0,828.00,1.1461,948.97,949,,,"Centaur Charger 24/40 (3) CCH024040000 505 x 255 x 130 12 € 828,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,6,79,"BATTERY CHARGERS 120/240V, analog control",3x full current output,Centaur Charger 24/60 (3),CCH024060000,505 x 255 x 130,12.0,900.00,1.1461,1031.49,1031,,,"Centaur Charger 24/60 (3) CCH024060000 505 x 255 x 130 12 € 900,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,8,"BATTERY CHARGERS 120/240V, microprocessor control",2x full current output + 1x 4A output,Phoenix Charger 12/50(2+1) 120/240V,PCH012050001,350 x 200 x 108,3.8,663.00,1.1461,759.86,760,,,"Phoenix Charger 12/50(2+1) 120/240V PCH012050001 350 x 200 x 108 √ 3,8 € 663,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,10,"BATTERY CHARGERS 120/240V, microprocessor control",2x full current output + 1x 4A output,Phoenix Charger 24/16(2+1) 120/240V,PCH024016001,350 x 200 x 108,3.8,362.00,1.1461,414.89,415,,,"Phoenix Charger 24/16(2+1) 120/240V PCH024016001 350 x 200 x 108 √ 3,8 € 362,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,11,"BATTERY CHARGERS 120/240V, microprocessor control",2x full current output + 1x 4A output,Phoenix Charger 24/25(2+1) 120/240V,PCH024025001,350 x 200 x 108,3.8,663.00,1.1461,759.86,760,,,"Phoenix Charger 24/25(2+1) 120/240V PCH024025001 350 x 200 x 108 √ 3,8 € 663,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,15,"BATTERY CHARGERS, microprocessor control",,Skylla IP65 12/70(1+1) 120/240V,SKY012070000,401 x 265 x 151,6.0,731.00,1.1461,837.80,838,,,"Skylla IP65 12/70(1+1) 120/240V SKY012070000 401 x 265 x 151 √ 6,0 € 731,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,16,"BATTERY CHARGERS, microprocessor control",,Skylla IP65 12/70(3) 120/240V,SKY012070100,401 x 265 x 151,6.0,805.00,1.1461,922.61,923,,,"Skylla IP65 12/70(3) 120/240V SKY012070100 401 x 265 x 151 √ 6,0 € 805,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,17,"BATTERY CHARGERS, microprocessor control",,Skylla IP65 24/35(1+1) 120/240V,SKY024035000,401 x 265 x 151,6.0,731.00,1.1461,837.80,838,,,"Skylla IP65 24/35(1+1) 120/240V SKY024035000 401 x 265 x 151 √ 6,0 € 731,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,18,"BATTERY CHARGERS, microprocessor control",,Skylla IP65 24/35(3) 120/240V,SKY024035100,401 x 265 x 151,6.0,805.00,1.1461,922.61,923,,,"Skylla IP65 Skylla IP65 24/35(3) 120/240V SKY024035100 401 x 265 x 151 √ 6,0 € 805,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,19,"BATTERY CHARGERS, microprocessor control",,Skylla-TG 24/30 (1+1) 120/240V,SDTG2400301,365 x 250 x 147,5.5,654.00,1.1461,749.55,750,,,"Skylla-TG 24/30 (1+1) 120/240V SDTG2400301 365 x 250 x 147 √ 5,5 € 654,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,20,"BATTERY CHARGERS, microprocessor control",,Skylla-TG 24/50 (1+1) 230V,SDTG2400501,365 x 250 x 147,5.5,708.00,1.1461,811.44,811,,,"Skylla-TG 24/50 (1+1) 230V SDTG2400501 365 x 250 x 147 √ 5,5 € 708,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,21,"BATTERY CHARGERS, microprocessor control",,Skylla-TG 24/80 (1+1) 230V,SDTG2400801,365 x 250 x 257,10.0,1160.00,1.1461,1329.48,1329,,,"Skylla-TG 24/80 (1+1) 230V SDTG2400801 365 x 250 x 257 √ 10 € 1.160,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,22,"BATTERY CHARGERS, microprocessor control",,Skylla-TG 24/100 (1+1) 230V,SDTG2401001,365 x 250 x 257,10.0,1330.00,1.1461,1524.31,1524,,,"Skylla-TG 24/100 (1+1) 230V SDTG2401001 365 x 250 x 257 √ 10 € 1.330,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,23,"BATTERY CHARGERS, microprocessor control",,Skylla-TG 24/50 3-phase (1+1) 400V,STG024050300,365 x 250 x 257,13.0,1285.00,1.1461,1472.74,1473,,,"Skylla-TG 24/50 3-phase (1+1) 400V STG024050300 365 x 250 x 257 √ 13 € 1.285,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,24,"BATTERY CHARGERS, microprocessor control",,Skylla-TG 24/100 3-phase (1+1) 400V,STG024100300,515 x 260 x 265,23.0,2055.00,1.1461,2355.24,2355,,,"Skylla Charger Skylla-TG 24/100 3-phase (1+1) 400V STG024100300 515 x 260 x 265 √ 23 € 2.055,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,25,"BATTERY CHARGERS, microprocessor control",,Skylla-TG 24/30 (1+1) 120/240V,SDTG2400303,365 x 250 x 147,5.5,799.00,1.1461,915.73,916,,,"Skylla-TG 24/30 (1+1) 120/240V SDTG2400303 365 x 250 x 147 √ GL** 5,5 € 799,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,26,"BATTERY CHARGERS, microprocessor control",,Skylla-TG 24/50 (1+1) 120/240V,SDTG2400503,365 x 250 x 147,5.5,864.00,1.1461,990.23,990,,,"Skylla-TG 24/50 (1+1) 120/240V SDTG2400503 365 x 250 x 147 √ GL** 5,5 € 864,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,27,"BATTERY CHARGERS, microprocessor control",,Skylla-TG 24/100 (1+1) 120/240V,SDTG2401003,365 x 250 x 257,10.0,1622.00,1.1461,1858.97,1859,,,"Skylla-TG 24/100 (1+1) 120/240V SDTG2401003 365 x 250 x 257 √ GL** 10 € 1.622,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,28,"BATTERY CHARGERS, microprocessor control",,Skylla-TG 24/30 GMDSS 120/240V (excl. panel),SDTG2400302,485 x 250 x 147,6.0,999.00,1.1461,1144.95,1145,,,"Skylla-TG 24/30 GMDSS 120/240V (excl. panel) SDTG2400302 485 x 250 x 147 √ 6,0 € 999,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,29,"BATTERY CHARGERS, microprocessor control",,Skylla-TG 24/50 GMDSS 120/240V (excl. panel),SDTG2400504,485 x 250 x 147,6.0,1257.00,1.1461,1440.65,1441,,,"Skylla-TG 24/50 GMDSS 120/240V (excl. panel) SDTG2400504 485 x 250 x 147 √ 6,0 € 1.257,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,30,"BATTERY CHARGERS, microprocessor control",,Skylla-TG 48/25 (1+1) 230V,SDTG4800251,365 x 250 x 147,5.5,850.00,1.1461,974.18,974,,,"Skylla-TG 24/50 3-phase Skylla-TG 48/25 (1+1) 230V SDTG4800251 365 x 250 x 147 √ 5,5 € 850,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,31,"BATTERY CHARGERS, microprocessor control",,Skylla-TG 48/50 (1+1) 230V,SDTG4800501,365 x 250 x 257,10.0,1434.00,1.1461,1643.51,1644,,,"Skylla-TG 48/50 (1+1) 230V SDTG4800501 365 x 250 x 257 √ 10 € 1.434,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,32,"BATTERY CHARGERS, microprocessor control",,Skylla-i 24/80 (1+1) 230V,SKI024080000,402 x 250 x 140,8.0,1111.00,1.1461,1273.32,1273,,,"Skylla-i 24/80 (1+1) 230V SKI024080000 402 x 250 x 140 √ 8,0 € 1.111,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,33,"BATTERY CHARGERS, microprocessor control",,Skylla-i 24/80 (3) 230V,SKI024080002,402 x 250 x 140,8.0,1295.00,1.1461,1484.20,1484,,,"Skylla-i 24/80 (3) 230V SKI024080002 402 x 250 x 140 √ 8,0 € 1.295,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,34,"BATTERY CHARGERS, microprocessor control",,Skylla-i 24/100 (1+1) 230V,SKI024100000,402 x 250 x 140,8.0,1275.00,1.1461,1461.28,1461,,,"Skylla-i 24/100 (1+1) 230V SKI024100000 402 x 250 x 140 √ 8,0 € 1.275,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,35,"BATTERY CHARGERS, microprocessor control",,Skylla-i 24/100 (3) 230V,SKI024100002,402 x 250 x 140,8.0,1494.00,1.1461,1712.27,1712,,,"Skylla-i 24/100 (3) 230V SKI024100002 402 x 250 x 140 √ 8,0 € 1.494,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,36,"BATTERY CHARGERS, microprocessor control",,Skylla-i remote on-off cable,ASS030550400,,,22.00,1.1461,25.21,25,,,"Skylla-i remote on-off cable ASS030550400 √ € 22,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,41,SHORE CABLES,Shore Power Cords with Shore Power Organiser Bag,Shore Power Cord 15m 16A,SHP302501500,,,179.00,1.1461,205.15,205,,,"Shore Power Cord 15m 16A SHP302501500 √ € 179,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,42,SHORE CABLES,Shore Power Cords with Shore Power Organiser Bag,Shore Power Cord 25m 16A,SHP302502500,,,242.00,1.1461,277.36,277,,,"Shore Power Cord 25m 16A SHP302502500 √ € 242,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,43,SHORE CABLES,Shore Power Cords with Shore Power Organiser Bag,Shore Power Cord 15m 25A,SHP304001500,,,230.00,1.1461,263.60,264,,,"Shore Power Cord 15m 25A SHP304001500 √ € 230,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,44,SHORE CABLES,Shore Power Cords with Shore Power Organiser Bag,Shore Power Cord 25m 32A,SHP306002500,,,448.00,1.1461,513.45,513,,,"Shore Power Cord Shore Power Cord 25m 32A SHP306002500 √ € 448,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,45,SHORE CABLES,Shore Power Cords with Shore Power Organiser Bag,Power Inlet 16A polyamid with cover,SHP301603000,,,70.00,1.1461,80.23,80,,,"Power Inlet 16A polyamid with cover SHP301603000 √ € 70,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,46,SHORE CABLES,Shore Power Cords with Shore Power Organiser Bag,Power Inlet 16A stainless steel with cover,SHP301602000,,,101.00,1.1461,115.76,116,,,"Power Inlet 16A stainless steel with cover SHP301602000 √ € 101,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,47,SHORE CABLES,Shore Power Cords with Shore Power Organiser Bag,Power Inlet 32A stainless steel with cover,SHP303202000,,,131.00,1.1461,150.14,150,,,"Power Inlet 32A stainless steel with cover SHP303202000 √ € 131,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,48,SHORE CABLES,Shore Power Cords with Shore Power Organiser Bag,Plug 16A/250Vac (2p/3w) for Power Inlet 16A,SHP301604000,,,80.00,1.1461,91.69,92,,,"Plug 16A/250Vac (2p/3w) for Power Inlet 16A SHP301604000 √ € 80,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,49,SHORE CABLES,Shore Power Cords with Shore Power Organiser Bag,Power Inlet Stainless steel Plug 32A/250Vac (2p/3w) for Power Inlet 32A,SHP303204000,,,108.00,1.1461,123.78,124,,,"Power Inlet Stainless steel Plug 32A/250Vac (2p/3w) for Power Inlet 32A SHP303204000 √ € 108,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,50,SHORE CABLES,Shore Power Cords with Shore Power Organiser Bag,Adapter Cord 16A/250V Schuko/CEE,SHP307700220,,,25.00,1.1461,28.65,29,,,"Adapter Cord 16A/250V Schuko/CEE SHP307700220 √ € 25,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,51,SHORE CABLES,Shore Power Cords with Shore Power Organiser Bag,Adapter Cord 16A/250V CEE/Schuko,SHP307700260,,,24.00,1.1461,27.51,28,,,"Adapter Cord 16A/250V CEE/Schuko SHP307700260 √ € 24,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,52,SHORE CABLES,Shore Power Cords with Shore Power Organiser Bag,Splitter Cord 16A/250V CEE/2xCEE,SHP307700240,,,81.00,1.1461,92.83,93,,,"Splitter Cord 16A/250V CEE/2xCEE SHP307700240 √ € 81,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,53,SHORE CABLES,Shore Power Cords with Shore Power Organiser Bag,Adapter Cord 16A to 32A/250V CEE/CEE,SHP307700280,,,35.00,1.1461,40.11,40,,,"Adapter Cord 16A to 32A/250V CEE/CEE SHP307700280 √ € 35,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,54,SHORE CABLES,Shore Power Cords with Shore Power Organiser Bag,Adapter Cord 32A 3-phase to single phase,SHP307700300,,,49.00,1.1461,56.16,56,,,"Adapter Cord 32A 3-phase to single phase SHP307700300 √ € 49,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,64,ISOLATION TRANSFORMERS / AUTOTRANSFORMER / GALVANIC ISOLATOR,,Isolation Trans. 2000W 115/230V,ITR040202041,375 x 214 x 135,10.0,424.00,1.1461,485.95,486,,,"Isolation Trans. 2000W 115/230V ITR040202041 375 x 214 x 135 √ 10 € 424,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,65,ISOLATION TRANSFORMERS / AUTOTRANSFORMER / GALVANIC ISOLATOR,,Isolation Trans. 2500W 115/230V,ITR040252042,446 x 214 x 135,12.0,382.00,1.1461,437.81,438,,,"Isolation Trans. 2500W 115/230V ITR040252042 446 x 214 x 135 √ 12 € 382,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,67,ISOLATION TRANSFORMERS / AUTOTRANSFORMER / GALVANIC ISOLATOR,,Isolation Trans. 3600W 115/230V,ITR040362041,362 x 258 x 221,23.0,638.00,1.1461,731.21,731,,,"Isolation Trans. 3600W 115/230V ITR040362041 362 x 258 x 221 √ 23 € 638,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,68,ISOLATION TRANSFORMERS / AUTOTRANSFORMER / GALVANIC ISOLATOR,,Isolation Trans. 3600W 115/230V,ITR040362042,362 x 258 x 221,22.0,517.00,1.1461,592.53,593,,,"Isolation Trans. 3600W 115/230V ITR040362042 362 x 258 x 221 √ 22 € 517,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,70,ISOLATION TRANSFORMERS / AUTOTRANSFORMER / GALVANIC ISOLATOR,,Isolation Trans. 7000W 230V,ITR000702001,362 x 258 x 221,30.0,871.00,1.1461,998.25,998,,,"Isolation Trans. 7000W 230V ITR000702001 362 x 258 x 221 √ 30 € 871,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,71,ISOLATION TRANSFORMERS / AUTOTRANSFORMER / GALVANIC ISOLATOR,,Isolation Trans. 8000W 230V,ITR000802002,362 x 258 x 243,28.0,784.00,1.1461,898.54,899,,,"Isolation Trans. 8000W 230V ITR000802002 362 x 258 x 243 √ 28 € 784,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,73,ISOLATION TRANSFORMERS / AUTOTRANSFORMER / GALVANIC ISOLATOR,,Isolation Trans. 3600W Auto 115/230V,ITR050362041,362 x 258 x 221,23.0,674.00,1.1461,772.47,772,,,"Isolation Transformer Isolation Trans. 3600W Auto 115/230V ITR050362041 362 x 258 x 221 √ 23 € 674,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,74,ISOLATION TRANSFORMERS / AUTOTRANSFORMER / GALVANIC ISOLATOR,,Isolation Trans. 3600W Auto 115/230V,ITR050362042,362 x 258 x 221,22.0,546.00,1.1461,625.77,626,,,"Isolation Trans. 3600W Auto 115/230V ITR050362042 362 x 258 x 221 √ 22 € 546,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,77,ISOLATION TRANSFORMERS / AUTOTRANSFORMER / GALVANIC ISOLATOR,with automatic input voltage detection,Autotransformer 120/240VAC-32A,ITR000100001,375 x 214 x 110,10.0,481.00,1.1461,551.27,551,,,"Autotransformer 120/240VAC-32A ITR000100001 375 x 214 x 110 √ 10 € 481,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,78,ISOLATION TRANSFORMERS / AUTOTRANSFORMER / GALVANIC ISOLATOR,with automatic input voltage detection,Autotransformer 120/240VAC-50A,ITR000100052,375 x 214 x 110,12.0,500.00,1.1461,573.05,573,,,"Autotransformer 120/240VAC-50A ITR000100052 375 x 214 x 110 √ 12 € 500,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,79,ISOLATION TRANSFORMERS / AUTOTRANSFORMER / GALVANIC ISOLATOR,with automatic input voltage detection,Autotransformer 120/240VAC-100A,ITR000100101,425 x 214 x 110,14.0,543.00,1.1461,622.33,622,,,"Autotransformer 120/240VAC-100A ITR000100101 425 x 214 x 110 √ 14 € 543,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,82,ISOLATION TRANSFORMERS / AUTOTRANSFORMER / GALVANIC ISOLATOR,The ultimate solution for split phase installations,Galvanic Isolator VDI-16,GDI000016000,60 x 120 x 200,1.0,117.00,1.1461,134.09,134,,,"Galvanic Isolator VDI-16 GDI000016000 60 x 120 x 200 √ 1,0 € 117,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,83,ISOLATION TRANSFORMERS / AUTOTRANSFORMER / GALVANIC ISOLATOR,The ultimate solution for split phase installations,Galvanic Isolator VDI-32,GDI000032000,63 x 164 x 235,2.0,266.00,1.1461,304.86,305,,,"Galvanic Isolator VDI-32 GDI000032000 63 x 164 x 235 √ 2,0 € 266,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,7,84,ISOLATION TRANSFORMERS / AUTOTRANSFORMER / GALVANIC ISOLATOR,The ultimate solution for split phase installations,Galvanic Isolator VDI-64,GDI000064000,64 x 164 x 224,2.0,326.00,1.1461,373.63,374,,,"Galvanic Isolator VDI-64 GDI000064000 64 x 164 x 224 √ 2,0 € 326,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,7,EV CHARGING STATION,,EV Charging Station,EVC300400300,,,542.00,1.1461,621.19,621,,,"EV Charging Station EVC300400300 √ € 542,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,8,EV CHARGING STATION,,EV Charging Station NS,EVC200300200,,,542.00,1.1461,621.19,621,,,"EV Charging Station NS EVC200300200 √ € 542,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,9,EV CHARGING STATION,,Black front for EV Charging Station NS,EVC200300310,,,33.00,1.1461,37.82,38,,,"Black front for EV Charging Station NS EVC200300310 € 33,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,10,EV CHARGING STATION,,White front for EV Charging Station NS,EVC200300410,,,33.00,1.1461,37.82,38,,,"White front for EV Charging Station NS EVC200300410 € 33,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,13,DC-DC CONVERTERS,"Not isolated, resin encapsulated",Orion IP67 24/12-5 (60W),ORI241205260,25 x 43 x 20,0.1,23.00,1.1461,26.36,26,,,"Orion IP67 24/12-5 (60W) ORI241205260 25 x 43 x 20 √ 0,1 € 23,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,14,DC-DC CONVERTERS,"Not isolated, resin encapsulated",Orion IP67 24/12-10 (120W),ORI241210260,74 x 74 x 32,0.4,37.00,1.1461,42.41,42,,,"Orion IP67 24/12-10 (120W) ORI241210260 74 x 74 x 32 √ 0,4 € 37,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,15,DC-DC CONVERTERS,"Not isolated, resin encapsulated",Orion IP67 24/12-20 (240W),ORI241220260,74 x 74 x 32,0.5,48.00,1.1461,55.01,55,,,"Orion IP67 24/12-20 (240W) ORI241220260 74 x 74 x 32 √ 0,5 € 48,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,16,DC-DC CONVERTERS,"Not isolated, resin encapsulated",Orion IP67 12/24-50 (1200W),ORI122421226,340 x 127 x 63,3.1,292.00,1.1461,334.66,335,,,"Orion IP67 24/12-20 Orion IP67 12/24-50 (1200W) ORI122421226 340 x 127 x 63 √ 3,1 € 292,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,17,DC-DC CONVERTERS,"Not isolated, resin encapsulated",Orion IP67 24/12-100 (1200W),ORI241221226,265 x 127 x 63,2.2,243.00,1.1461,278.50,278,,,"Orion IP67 24/12-100 (1200W) ORI241221226 265 x 127 x 63 √ 2,2 € 243,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,19,DC-DC CONVERTERS,Not isolated,Orion-Tr 24/12-5 (60W),ORI241205200,53 x 51 x 27,0.1,16.00,1.1461,18.34,18,Also available with R retail packaging suffix,,"Orion-Tr 24/12-5 (60W) ORI241205200 (R) 53 x 51 x 27 √ 0,1 € 16,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,20,DC-DC CONVERTERS,Not isolated,Orion-Tr 24/12-10 (120W),ORI241210200,73 x 94 x 37,0.2,35.00,1.1461,40.11,40,Also available with R retail packaging suffix,,"Orion-Tr 24/12-10 (120W) ORI241210200 (R) 73 x 94 x 37 √ 0,2 € 35,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,21,DC-DC CONVERTERS,Not isolated,Orion-Tr 24/12-15 (180W),ORI241215200,73 x 94 x 45,0.3,40.00,1.1461,45.84,46,Also available with R retail packaging suffix,,"Orion-Tr 24/12-15 (180W) ORI241215200 (R) 73 x 94 x 45 √ 0,3 € 40,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,22,DC-DC CONVERTERS,Not isolated,Orion-Tr 24/12-20 (240W),ORI241220200,73 x 94 x 45,0.3,45.00,1.1461,51.57,52,Also available with R retail packaging suffix,,"Orion IP67 24/12-100 Orion-Tr 24/12-20 (240W) ORI241220200 (R) 73 x 94 x 45 √ 0,3 € 45,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,23,DC-DC CONVERTERS,Not isolated,Orion 24/12-25,ORI241225020,65 x 88 x 160,0.7,66.00,1.1461,75.64,76,,,"Orion 24/12-25 ORI241225020 65 x 88 x 160 √ 0,7 € 66,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,24,DC-DC CONVERTERS,Not isolated,Orion 24/12-30,ORI241230022,65 x 88 x 160,0.7,73.00,1.1461,83.67,84,,,"Orion 24/12-30 ORI241230022 65 x 88 x 160 √ 0,7 € 73,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,25,DC-DC CONVERTERS,Not isolated,Orion 24/12-40,ORI241240021,65 x 88 x 185,0.9,90.00,1.1461,103.15,103,,,"Orion 24/12-40 ORI241240021 65 x 88 x 185 √ 0,9 € 90,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,26,DC-DC CONVERTERS,Not isolated,Orion 24/12-60,ORI241260020,65 x 88 x 185,0.9,99.00,1.1461,113.46,113,,,"Orion 24/12-60 ORI241260020 65 x 88 x 185 √ 0,9 € 99,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,27,DC-DC CONVERTERS,Not isolated,Orion 24/12-70,ORI241270020,65 x 88 x 195,0.9,114.00,1.1461,130.66,131,,,"Orion 24/12-70 ORI241270020 65 x 88 x 195 √ 0,9 € 114,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,8,28,DC-DC CONVERTERS,Not isolated,Orion 24/12-70 with binding posts,ORI241270030,65 x 88 x 195,0.9,114.00,1.1461,130.66,131,,,"Orion-Tr 24/12-5 Orion 24/12-70 with binding posts ORI241270030 65 x 88 x 195 √ 0,9 € 114,00"
